@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,8,true,true,true,false,1.0,0.10002455594663175,0.0056179775280898875,2.8648604403699765E-4,4.092657771957109E-5,0.03728411230252926,0.005934353769337808,2.8648604403699765E-4,0.09973806990259475,0.0,2.8648604403699765E-4,0.0,0,-1,-1,-1,-1,refactored
2,17,true,true,true,false,1.0,0.10002455594663175,0.028089887640449437,0.0013096504870262749,5.320455103544242E-4,0.03703855283621184,0.007612343455840223,0.0013096504870262749,0.09871490545960547,0.0,0.0013096504870262749,0.0,60,0.0,0.11666666666666667,0.16666666666666666,0.016666666666666666,refactored
2,3,true,true,true,false,1.0,0.10002455594663175,0.03932584269662921,9.00384709830564E-4,3.683391994761398E-4,0.026397642629123353,0.005975280347057379,9.00384709830564E-4,0.09912417123680117,0.0,9.00384709830564E-4,0.0,12,0.0,0.16666666666666666,0.08333333333333333,0.0,refactored
2,2,true,true,true,false,1.0,0.10002455594663175,0.011235955056179775,2.455594663174265E-4,4.092657771957109E-5,0.025660964230171075,0.0052386019481050995,2.455594663174265E-4,0.09977899648031431,0.0,2.455594663174265E-4,0.0,7,0.0,0.0,0.14285714285714285,0.0,refactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.056179775280898875,0.0017598428419415568,2.455594663174265E-4,0.024515020054023083,0.005197675370385528,0.0017598428419415568,0.09826471310469019,0.0,0.0017598428419415568,0.0,14,0.0,0.07142857142857142,0.35714285714285715,0.0,refactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.056179775280898875,0.0017598428419415568,2.455594663174265E-4,0.024515020054023083,0.005197675370385528,0.0017598428419415568,0.09826471310469019,0.0,0.0017598428419415568,0.0,0,-1,-1,-1,-1,refactored
2,0,true,false,false,false,1.0,0.011705001227797331,0.0,0.0,0.0,0.0039698780387983955,6.548252435131374E-4,0.0,0.011705001227797331,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,refactored
2,0,true,false,false,false,1.0,0.011705001227797331,0.0,0.0,0.0,0.0039698780387983955,6.548252435131374E-4,0.0,0.011705001227797331,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,refactored
2,3,true,true,true,false,1.0,0.10002455594663175,0.033707865168539325,5.729720880739953E-4,1.2277973315871326E-4,0.026847834984038636,0.006998444790046656,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,11,0.0,0.0,0.2727272727272727,0.0,refactored
2,3,true,true,true,false,1.0,0.10002455594663175,0.033707865168539325,5.729720880739953E-4,1.2277973315871326E-4,0.026847834984038636,0.006998444790046656,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,6,0.0,0.0,0.3333333333333333,0.0,refactored
7,174,true,true,true,false,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,126,0.5873015873015873,0.05555555555555555,0.1746031746031746,0.0,refactored
2,4,true,true,true,false,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,5.729720880739953E-4,0.0,20,0.0,0.0,0.3,0.0,refactored
8,225,true,true,true,false,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,112,0.6875,0.0625,0.19642857142857142,0.0,refactored
8,225,true,true,true,false,1.0,0.10002455594663175,0.02247191011235955,5.729720880739953E-4,1.2277973315871326E-4,0.02291888352295981,0.007325857411803225,5.729720880739953E-4,0.09945158385855775,0.0,0.0,0.0,127,0.6220472440944882,0.05511811023622047,0.1732283464566929,0.0,refactored
2,2,true,true,true,false,1.0,0.003233199639846116,0.0,0.0,0.0,0.0015961365310632725,3.683391994761398E-4,0.0,0.003233199639846116,0.0,0.0,0.0,14,0.0,0.0,0.07142857142857142,0.0,refactored
2,14,true,true,true,false,1.0,0.0033559793730048295,0.011235955056179775,8.185315543914218E-5,4.092657771957109E-5,9.82237865269706E-4,3.683391994761398E-4,8.185315543914218E-5,0.0032741262175656873,0.0,8.185315543914218E-5,0.0,0,-1,-1,-1,-1,refactored
2,10,true,true,true,false,1.0,0.06179913235655234,0.0,0.0,0.0,0.00225096177457641,3.683391994761398E-4,0.0,0.06179913235655234,0.0,0.0,0.0,10,0.0,0.3,0.2,0.0,refactored
2,4,true,true,true,false,1.0,0.06179913235655234,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,0.0021281820414176967,3.683391994761398E-4,8.185315543914218E-5,0.0617172792011132,0.0,8.185315543914218E-5,0.0,2,0.0,0.0,0.5,0.0,refactored
2,0,true,true,true,true,1.0,0.06179913235655234,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,0.0021281820414176967,3.683391994761398E-4,8.185315543914218E-5,0.0617172792011132,0.0,8.185315543914218E-5,0.0,14,0.0,0.07142857142857142,0.2857142857142857,0.0,refactored
3,24,true,true,true,false,1.0,0.08475894245723173,0.033707865168539325,0.006098060080216092,0.0024555946631742652,0.03302774821969387,0.007735123188998936,0.006098060080216092,0.07866088237701563,0.0,0.0,0.006098060080216092,39,0.02564102564102564,0.10256410256410256,0.20512820512820512,0.0,refactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.0,0.0,0.0,0.020831628059261684,0.004460996971433249,0.0,0.10002455594663175,0.0,0.0,0.0,52,0.0,0.0,0.36538461538461536,0.019230769230769232,refactored
4,0,true,false,false,false,1.0,0.10002455594663175,0.0056179775280898875,1.2277973315871326E-4,8.185315543914218E-5,0.01915363837275927,0.004706556437750675,8.185315543914218E-5,0.09986084963575345,4.092657771957109E-5,0.0,4.092657771957109E-5,33,0.6060606060606061,0.09090909090909091,0.30303030303030304,0.030303030303030304,refactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.0056179775280898875,8.185315543914218E-5,0.0,0.015633952688876157,0.0029467135958091183,8.185315543914218E-5,0.0999427027911926,0.0,8.185315543914218E-5,0.0,61,0.0,0.08196721311475409,0.18032786885245902,0.01639344262295082,refactored
2,7,true,true,true,false,1.0,0.10002455594663175,0.0056179775280898875,1.2277973315871326E-4,0.0,0.013464844069738888,0.001800769419661128,1.2277973315871326E-4,0.09990177621347303,0.0,1.2277973315871326E-4,0.0,3,0.0,0.0,0.3333333333333333,0.0,refactored
2,0,true,false,false,false,1.0,0.014528935090447738,0.0056179775280898875,1.2277973315871326E-4,1.2277973315871326E-4,0.005402308258983384,0.0025374478186134075,1.2277973315871326E-4,0.09953343701399689,3.683391994761398E-4,1.2277973315871326E-4,0.0,36,0.0,0.05555555555555555,0.16666666666666666,0.027777777777777776,refactored
2,7,true,true,true,false,1.0,0.10002455594663175,0.016853932584269662,2.0463288859785546E-4,8.185315543914218E-5,0.01645248424326758,0.0015961365310632725,2.0463288859785546E-4,0.09981992305803389,0.0,2.0463288859785546E-4,0.0,130,0.0,0.023076923076923078,0.15384615384615385,0.0,refactored
10,0,true,true,true,true,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.01690267659818286,0.0015142833756241303,4.092657771957109E-5,0.09998362936891217,0.0,0.0,0.0,29,0.7241379310344828,0.0,0.41379310344827586,0.0,refactored
2,8,true,true,true,false,1.0,0.10002455594663175,0.016853932584269662,9.413112875501351E-4,2.0463288859785546E-4,0.009576819186379634,0.002373741507735123,9.413112875501351E-4,0.09908324465908161,0.0,9.413112875501351E-4,0.0,96,0.0,0.0,0.010416666666666666,0.0,unrefactored
2,0,false,false,false,false,1.0,5.729720880739953E-4,0.011235955056179775,2.0463288859785546E-4,1.6370631087828436E-4,4.50192354915282E-4,1.6370631087828436E-4,4.092657771957109E-5,0.0030285667512482605,5.729720880739953E-4,4.092657771957109E-5,0.0,14,0.0,0.0,0.5714285714285714,0.0,unrefactored
2,0,false,false,false,false,1.0,1.2277973315871326E-4,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,1.2277973315871326E-4,4.092657771957109E-5,0.0,0.08774658263076042,0.004665629860031105,0.0,0.0,0,-1,-1,-1,-1,unrefactored
4,0,true,true,true,true,1.0,0.020463288859785544,0.0056179775280898875,4.092657771957109E-5,0.0,4.91118932634853E-4,8.185315543914218E-5,4.092657771957109E-5,0.020422362282065974,0.0,0.0,0.0,18,0.3888888888888889,0.0,0.3888888888888889,0.0,unrefactored
2,11,true,true,true,false,1.0,0.035074077105672424,0.0056179775280898875,4.092657771957109E-5,0.0,0.013423917492019318,0.002742080707211263,4.092657771957109E-5,0.035033150527952854,0.0,4.092657771957109E-5,0.0,26,0.0,0.038461538461538464,0.15384615384615385,0.0,unrefactored
2,6,false,false,false,false,1.0,0.10002455594663175,0.016853932584269662,8.185315543914218E-4,2.0463288859785546E-4,0.04481460260293034,0.008921993942866498,4.91118932634853E-4,0.09896046492592289,5.729720880739953E-4,4.91118932634853E-4,0.0,1,0.0,0.0,1.0,0.0,unrefactored
2,9,true,true,true,false,1.0,7.776049766718507E-4,0.0,0.0,0.0,2.0463288859785546E-4,8.185315543914218E-5,0.0,7.776049766718507E-4,0.0,0.0,0.0,11,0.0,0.0,0.2727272727272727,0.0,unrefactored
2,1,true,true,true,false,1.0,0.10002455594663175,0.02247191011235955,0.0010231644429892772,6.138986657935663E-4,0.029548989113530325,0.008389948432512073,0.0010231644429892772,0.09900139150364247,0.0,0.0010231644429892772,0.0,119,0.0,0.03361344537815126,0.15126050420168066,0.0,unrefactored
4,60,true,true,true,false,1.0,0.02431038716542523,0.0056179775280898875,2.0463288859785546E-4,0.0,0.0017598428419415568,3.683391994761398E-4,2.0463288859785546E-4,0.02410575427682737,0.0,0.0,0.0,113,0.8495575221238938,0.0,0.008849557522123894,0.0,unrefactored
2,6,true,true,true,false,1.0,0.024637799787181797,0.016853932584269662,2.0463288859785546E-4,0.0,0.007612343455840223,0.0015961365310632725,2.0463288859785546E-4,0.02443316689858394,0.0,2.0463288859785546E-4,0.0,10,0.0,0.0,0.6,0.0,unrefactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.033707865168539325,0.0011050175984284195,4.092657771957109E-4,0.01833510681836785,0.00450192354915282,0.0011050175984284195,0.09891953834820333,0.0,0.0011050175984284195,0.0,16,0.0,0.125,0.4375,0.0625,unrefactored
2,0,false,false,false,false,1.0,1.2277973315871326E-4,0.0056179775280898875,8.185315543914218E-5,4.092657771957109E-5,1.2277973315871326E-4,4.092657771957109E-5,0.0,0.08774658263076042,0.004665629860031105,0.0,0.0,1,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,false,false,0.8533812088569719,8.594581321109928E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,0,true,true,true,true,0.42857142857142855,0.10002455594663175,0.0056179775280898875,4.50192354915282E-4,0.0,0.008594581321109929,0.0015552099533437014,2.8648604403699765E-4,0.09932880412539903,4.092657771957109E-4,2.8648604403699765E-4,0.0,12,0.0,0.0,0.25,0.0,unrefactored
2,7,true,true,true,false,1.0,0.08459523614635345,0.0,0.0,0.0,0.020504215437505115,0.003192273062126545,0.0,0.08459523614635345,0.0,0.0,0.0,9,0.0,0.0,0.5555555555555556,0.0,unrefactored
2,6,true,true,true,false,1.0,0.10002455594663175,0.03932584269662921,0.001432430220184988,3.683391994761398E-4,0.019317344683637553,0.00450192354915282,0.001432430220184988,0.09859212572644675,0.0,0.001432430220184988,0.0,16,0.0,0.0625,0.375,0.0625,unrefactored
2,0,true,false,false,false,0.9058171745152355,0.00675288532372923,0.016853932584269662,4.50192354915282E-4,8.185315543914218E-5,0.004051731194237538,0.0010231644429892772,1.6370631087828436E-4,0.04018989932061881,0.0014733567979045591,1.6370631087828436E-4,0.0,0,-1,-1,-1,-1,unrefactored
2,0,true,false,false,false,1.0,0.10002455594663175,0.016853932584269662,0.0015961365310632725,2.455594663174265E-4,0.038061717279201115,0.012277973315871327,0.0,0.09842841941556847,0.0015961365310632725,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,6,true,true,true,false,1.0,0.08377670459196201,0.02247191011235955,5.729720880739953E-4,8.185315543914218E-5,0.03781615781288369,0.008758287631988214,5.729720880739953E-4,0.08320373250388803,0.0,5.729720880739953E-4,0.0,29,0.0,0.034482758620689655,0.1724137931034483,0.0,unrefactored
2,7,true,true,true,false,1.0,0.10002455594663175,0.011235955056179775,2.0463288859785546E-4,8.185315543914218E-5,0.02328722272243595,0.005484161414422526,2.0463288859785546E-4,0.09981992305803389,0.0,2.0463288859785546E-4,0.0,5,0.0,0.0,1.0,0.0,unrefactored
2,0,true,true,true,true,1.0,0.042563640828353934,0.016853932584269662,2.455594663174265E-4,0.0,0.005402308258983384,8.594581321109928E-4,8.185315543914218E-5,0.042277154784316935,2.0463288859785546E-4,8.185315543914218E-5,0.0,167,0.0,0.023952095808383235,0.09580838323353294,0.017964071856287425,unrefactored
2,0,false,false,false,false,1.0,0.0796840468200049,0.011235955056179775,2.8648604403699765E-4,0.0,0.027870999427027913,0.005525087992142097,4.092657771957109E-5,0.07931570762052877,3.274126217565687E-4,4.092657771957109E-5,0.0,0,-1,-1,-1,-1,unrefactored
2,0,true,true,true,true,0.9197530864197531,0.003642465417041827,0.0056179775280898875,8.185315543914218E-5,8.185315543914218E-5,3.274126217565687E-4,1.2277973315871326E-4,0.0,0.0999427027911926,8.185315543914218E-5,0.0,0.0,9,0.0,0.0,0.5555555555555556,0.0,unrefactored
2,0,true,true,true,true,1.0,0.022591470901203243,0.0,0.0,0.0,0.009167553409183925,0.0030285667512482605,0.0,0.022591470901203243,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,2,true,true,true,false,1.0,0.018171400507489565,0.0056179775280898875,4.50192354915282E-4,4.092657771957109E-5,0.006425472701972661,9.00384709830564E-4,4.50192354915282E-4,0.017721208152574282,0.0,4.50192354915282E-4,0.0,4,0.0,0.0,0.25,0.0,unrefactored
2,0,false,false,false,false,0.5990621336459554,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.09998362936891217,4.092657771957109E-5,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,0,false,false,false,false,0.5,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.09981992305803389,2.0463288859785546E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
3,16,true,true,true,false,1.0,8.185315543914218E-5,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,8.185315543914218E-5,4.092657771957109E-5,4.092657771957109E-5,4.092657771957109E-5,0.0,0.0,4.092657771957109E-5,7,0.7142857142857143,0.0,0.5714285714285714,0.0,unrefactored
2,4,true,true,true,false,1.0,0.10002455594663175,0.016853932584269662,4.092657771957109E-4,3.683391994761398E-4,0.015715805844315298,0.010231644429892772,4.092657771957109E-4,0.09961529016943603,0.0,4.092657771957109E-4,0.0,12,0.0,0.08333333333333333,0.5833333333333334,0.0,unrefactored
4,0,false,false,false,false,1.0,0.005811574036179094,0.0056179775280898875,1.2277973315871326E-4,0.0,9.82237865269706E-4,4.092657771957109E-4,1.2277973315871326E-4,0.005688794303020382,0.0,0.0,0.0,103,0.5145631067961165,0.14563106796116504,0.0970873786407767,0.0,unrefactored
3,7,true,true,true,false,1.0,0.10002455594663175,0.011235955056179775,2.455594663174265E-4,0.0,0.014856347712204305,0.002169108619137268,2.455594663174265E-4,0.09977899648031431,0.0,0.0,2.455594663174265E-4,14,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,unrefactored
5,0,true,false,false,false,1.0,0.00450192354915282,0.0,0.0,0.0,0.0012687239093067037,2.0463288859785546E-4,0.0,0.004460996971433249,0.0,0.0,0.0,24,0.0,0.125,0.20833333333333334,0.0,unrefactored
2,0,true,false,false,false,0.9798994974874372,0.042563640828353934,0.02247191011235955,2.8648604403699765E-4,4.092657771957109E-5,0.019030858639600558,0.004010804616517967,0.0,0.042277154784316935,2.8648604403699765E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,6,false,false,false,false,1.0,0.10002455594663175,0.016853932584269662,7.776049766718507E-4,1.6370631087828436E-4,0.043054759760988784,0.008021609233035933,4.91118932634853E-4,0.09900139150364247,5.320455103544242E-4,4.91118932634853E-4,0.0,1,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,false,false,1.0,0.04886633379716788,0.011235955056179775,4.50192354915282E-4,4.092657771957109E-5,0.022959810100679382,0.006343619546533519,4.50192354915282E-4,0.04833428828681346,8.185315543914218E-5,4.50192354915282E-4,0.0,10,0.0,0.0,0.4,0.0,unrefactored
2,0,true,false,false,false,1.0,0.008962920520586068,0.0,0.0,0.0,0.003110419906687403,4.91118932634853E-4,0.0,0.008962920520586068,0.0,0.0,0.0,34,0.0,0.029411764705882353,0.38235294117647056,0.0,unrefactored
2,0,false,false,false,false,1.0,2.455594663174265E-4,0.011235955056179775,1.2277973315871326E-4,0.0,1.6370631087828436E-4,0.0,4.092657771957109E-5,0.0013915036424654171,6.138986657935663E-4,4.092657771957109E-5,0.0,0,-1,-1,-1,-1,unrefactored
2,6,true,true,true,false,1.0,0.06306785626585905,0.02247191011235955,2.455594663174265E-4,0.0,0.017475648686256857,0.0020054023082589833,2.455594663174265E-4,0.06282229679954163,0.0,2.455594663174265E-4,0.0,8,0.0,0.0,0.25,0.0,unrefactored
2,9,true,false,false,false,1.0,0.014774494556765163,0.011235955056179775,1.2277973315871326E-4,0.0,0.006425472701972661,0.0017189162642219857,8.185315543914218E-5,0.01465171482360645,4.092657771957109E-5,8.185315543914218E-5,0.0,51,0.0,0.0,0.0196078431372549,0.0,unrefactored
4,31,true,true,true,false,1.0,0.03732503888024884,0.011235955056179775,1.2277973315871326E-4,0.0,0.0038880248833592537,0.0011459441761479906,1.2277973315871326E-4,0.03720225914709012,0.0,0.0,0.0,7,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,unrefactored
2,0,false,false,false,false,0.8534688995215312,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,6,true,true,true,false,1.0,0.10002455594663175,0.016853932584269662,7.366783989522796E-4,3.274126217565687E-4,0.024228534009986084,0.007980682655316363,7.366783989522796E-4,0.09928787754767947,0.0,7.366783989522796E-4,0.0,0,-1,-1,-1,-1,unrefactored
2,12,false,false,false,false,1.0,0.004215437505115822,0.0056179775280898875,2.0463288859785546E-4,0.0,0.001800769419661128,5.729720880739953E-4,0.0,0.003928951461078824,3.274126217565687E-4,0.0,0.0,21,0.0,0.09523809523809523,0.23809523809523808,0.047619047619047616,unrefactored
2,5,false,false,false,false,1.0,0.10002455594663175,0.02247191011235955,7.366783989522796E-4,1.6370631087828436E-4,0.03908488172219039,0.005729720880739952,4.91118932634853E-4,0.09900139150364247,5.320455103544242E-4,4.91118932634853E-4,0.0,0,-1,-1,-1,-1,unrefactored
2,3,true,true,true,false,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.02557911107473193,0.006671032168290088,4.092657771957109E-5,0.09998362936891217,0.0,4.092657771957109E-5,0.0,5,0.0,0.0,0.2,0.0,unrefactored
2,0,true,true,true,true,1.0,0.007857902922157649,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,2.0463288859785546E-4,1.2277973315871326E-4,4.092657771957109E-5,0.007816976344438079,0.0,4.092657771957109E-5,0.0,1,0.0,0.0,0.0,0.0,unrefactored
2,2,true,true,true,false,1.0,0.03646558074813784,0.028089887640449437,7.776049766718507E-4,4.50192354915282E-4,0.013751330113775885,0.0025783743963329786,7.776049766718507E-4,0.03568797577146599,0.0,7.776049766718507E-4,0.0,4,0.0,0.0,0.25,0.0,unrefactored
3,25,true,true,true,false,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.01092739625112548,0.0021281820414176967,4.092657771957109E-5,0.09998362936891217,0.0,0.0,4.092657771957109E-5,6,0.5,0.0,0.16666666666666666,0.0,unrefactored
2,2,true,true,true,false,1.0,0.07170336416468855,0.011235955056179775,1.2277973315871326E-4,4.092657771957109E-5,0.007735123188998936,0.0015961365310632725,1.2277973315871326E-4,0.07158058443152984,0.0,1.2277973315871326E-4,0.0,32,0.0,0.03125,0.25,0.03125,unrefactored
2,0,false,false,false,false,1.0,0.10002455594663175,0.0,0.0,0.0,0.013833183269215028,0.002291888352295981,0.0,0.0999427027911926,8.185315543914218E-5,0.0,0.0,77,0.0,0.07792207792207792,0.16883116883116883,0.012987012987012988,unrefactored
2,0,true,true,true,true,0.41379310344827586,0.10002455594663175,0.028089887640449437,8.594581321109928E-4,1.2277973315871326E-4,0.012482606204469181,0.002373741507735123,8.185315543914218E-5,0.09912417123680117,8.185315543914218E-4,8.185315543914218E-5,0.0,36,0.0,0.027777777777777776,0.16666666666666666,0.0,unrefactored
2,0,false,false,false,false,0.8888888888888888,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.03932584269662921,9.00384709830564E-4,2.0463288859785546E-4,0.027952852582467054,0.005197675370385528,9.00384709830564E-4,0.09912417123680117,0.0,9.00384709830564E-4,0.0,29,0.0,0.06896551724137931,0.13793103448275862,0.0,unrefactored
2,1,true,true,true,false,1.0,0.0654006711958746,0.028089887640449437,5.320455103544242E-4,2.0463288859785546E-4,0.01833510681836785,0.0020872554636981256,5.320455103544242E-4,0.06486862568552018,0.0,5.320455103544242E-4,0.0,8,0.0,0.0,0.625,0.0,unrefactored
2,10,true,true,true,false,1.0,0.001350577064745846,0.0,0.0,0.0,5.320455103544242E-4,2.8648604403699765E-4,0.0,0.001350577064745846,0.0,0.0,0.0,14,0.0,0.35714285714285715,0.2857142857142857,0.0,unrefactored
2,6,true,false,false,false,1.0,0.03294589506425473,0.011235955056179775,2.455594663174265E-4,0.0,0.007448637144961938,0.001432430220184988,2.455594663174265E-4,0.03261848244249816,8.185315543914218E-5,2.455594663174265E-4,0.0,30,0.0,0.1,0.26666666666666666,0.0,unrefactored
3,0,true,false,false,false,1.0,9.413112875501351E-4,0.0056179775280898875,1.6370631087828436E-4,4.092657771957109E-5,4.092657771957109E-4,4.092657771957109E-5,1.2277973315871326E-4,7.776049766718507E-4,0.0,4.092657771957109E-5,1.2277973315871326E-4,0,-1,-1,-1,-1,unrefactored
2,0,true,true,true,true,1.0,0.10002455594663175,0.016853932584269662,1.2277973315871326E-4,8.185315543914218E-5,0.017925841041172137,0.009535892608660064,1.2277973315871326E-4,0.09990177621347303,0.0,1.2277973315871326E-4,0.0,37,0.0,0.0,0.2702702702702703,0.0,unrefactored
2,0,true,false,false,false,0.746031746031746,4.092657771957109E-5,0.0,0.0,0.0,4.092657771957109E-5,4.092657771957109E-5,0.0,0.0067938119014488004,0.0,0.0,0.0,5,0.0,0.0,0.8,0.0,unrefactored
2,2,true,true,true,false,1.0,0.10002455594663175,0.06179775280898876,0.0020463288859785544,5.729720880739953E-4,0.02210035196856839,0.006466399279692232,0.0020463288859785544,0.09797822706065319,0.0,0.0020463288859785544,0.0,4,0.0,0.0,0.25,0.0,unrefactored
2,0,true,true,true,true,1.0,0.042195301628877795,0.011235955056179775,8.594581321109928E-4,2.455594663174265E-4,0.012482606204469181,0.0032741262175656873,8.594581321109928E-4,0.0413358434967668,0.0,8.594581321109928E-4,0.0,15,0.0,0.2,0.06666666666666667,0.0,unrefactored
2,9,true,true,true,false,1.0,0.10002455594663175,0.016853932584269662,4.092657771957109E-4,1.2277973315871326E-4,0.045714987312760906,0.011132029139723337,4.092657771957109E-4,0.09961529016943603,0.0,4.092657771957109E-4,0.0,24,0.0,0.20833333333333334,0.041666666666666664,0.0,unrefactored
2,2,true,true,true,false,1.0,6.138986657935663E-4,0.0,0.0,0.0,2.455594663174265E-4,1.2277973315871326E-4,0.0,6.138986657935663E-4,0.0,0.0,0.0,47,0.0,0.0,0.0425531914893617,0.0,unrefactored
9,0,true,true,true,true,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,0.016616190554145864,0.0016779896865024148,4.092657771957109E-5,0.09998362936891217,0.0,0.0,0.0,35,0.7428571428571429,0.0,0.2857142857142857,0.0,unrefactored
2,0,true,true,true,true,0.42857142857142855,0.10002455594663175,0.011235955056179775,8.185315543914218E-4,8.185315543914218E-5,0.017066382909061144,0.0015961365310632725,4.50192354915282E-4,0.09883768519276417,7.366783989522796E-4,4.50192354915282E-4,0.0,183,0.0,0.00546448087431694,0.2896174863387978,0.01092896174863388,unrefactored
2,0,true,true,true,true,1.0,0.09949684964416844,0.07272727272727272,8.612483568287929E-4,4.532886088572594E-4,0.0157291147273469,0.007071302298173247,8.612483568287929E-4,0.09863560128733966,0.0,8.612483568287929E-4,0.0,36,0.0,0.027777777777777776,0.2777777777777778,0.027777777777777776,refactored
2,0,true,true,true,true,1.0,0.09949684964416844,0.07272727272727272,8.612483568287929E-4,4.532886088572594E-4,0.0157291147273469,0.007071302298173247,8.612483568287929E-4,0.09863560128733966,0.0,8.612483568287929E-4,0.0,36,0.0,0.027777777777777776,0.2777777777777778,0.027777777777777776,refactored
2,0,true,true,true,true,1.0,0.09949684964416844,0.07272727272727272,8.612483568287929E-4,4.532886088572594E-4,0.0157291147273469,0.007071302298173247,8.612483568287929E-4,0.09863560128733966,0.0,8.612483568287929E-4,0.0,12,0.0,0.08333333333333333,0.16666666666666666,0.0,refactored
2,0,true,true,true,true,1.0,0.09949684964416844,0.07272727272727272,8.612483568287929E-4,4.532886088572594E-4,0.0157291147273469,0.007071302298173247,8.612483568287929E-4,0.09863560128733966,0.0,8.612483568287929E-4,0.0,12,0.0,0.08333333333333333,0.16666666666666666,0.0,refactored
3,3,true,true,true,false,1.0,0.10004079597479715,0.06363636363636363,0.003807624314400979,0.0014051946874575041,0.01128688636054576,0.00435157064502969,0.003807624314400979,0.09623317166039617,0.0,0.0,0.003807624314400979,30,0.3333333333333333,0.03333333333333333,0.36666666666666664,0.03333333333333333,refactored
4,0,true,false,false,false,1.0,0.0054847921671728386,0.0,0.0,0.0,0.001495852409228956,4.0795974797153345E-4,0.0,0.005439463306287113,4.5328860885725944E-5,0.0,0.0,60,1.0,0.05,0.3,0.016666666666666666,refactored
3,0,true,false,false,false,1.0,0.0054847921671728386,0.0,0.0,0.0,0.001495852409228956,4.0795974797153345E-4,0.0,0.0054847921671728386,0.0,0.0,0.0,0,-1,-1,-1,-1,refactored
3,0,true,false,false,false,1.0,0.0054847921671728386,0.0,0.0,0.0,0.001495852409228956,4.0795974797153345E-4,0.0,0.0054847921671728386,0.0,0.0,0.0,0,-1,-1,-1,-1,refactored
